Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
22749,F,608,LFRS,LFML,TVF18SN  ,Z,B738   ,Z  ,FGZHT    ,,240322,AA57105442,,,,,,,3964F3,,TVF18SN,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFRS0555 ,N0390F250 LUGEN UM184 TUPAR/N0428F310 DCT DIDRU/N0436F330 DCT ADATU/N0411F290 DCT LERGA ,LFML0101 LFMT ,"CODE/3964F3 DOF/240322 EET/LFFF0008 LFMM0049 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHT RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/GRLM SUR/260B TALT/LFMT)
",NANT,,nan,nan,
22751,F,1755,LFPO,EIDW,TVF19VK  ,Z,B738   ,Z  ,FGZHY    ,,240322,AA57121518,,,,,,,3964F8,,TVF19VK,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1710 ,N0442F380 ATREX UT225 VESAN UL613 SOVAT DCT LESTA UP6 RODOL UL28 LELDO M145 BAGSO BAGSO3L ,EIDW0120 EINN ,"CODE/3964F8 DOF/240322 EET/EGTT0024 EISN0112 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHY RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/ALJM SUR/260B)
",ORL,,nan,nan,
22752,F,1747,LFRB,LFML,TVF20XG  ,Z,B738   ,Z  ,FGZHT    ,,240322,AA57122310,,,,,,,3964F3,,TVF20XG,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFRB1745 ,N0432F350 ROSPO DCT KORER/N0441F390 UM616 TUPAR DCT DIDRU DCT ADATU/N0394F290 DCT LERGA ,LFML0116 LFMN ,"CODE/3964F3 DOF/240322 EET/LFFF0007 LFMM0108 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHT RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/GRLM SUR/260B)
",BRST,False,1934.0,39CEA3,B738
22753,F,647,LFMT,LFPO,TVF21NU  ,Z,B738   ,Z  ,FHUYU    ,,240322,AA57105415,,,,,,,39D314,,TVF21NU,IS ,B738/M,SDFGHIJ1RWY/LB1 ,LFMT0545 ,N0438F340 NG DCT MOLEN DCT MTL UM976 MOPEM DCT PIBAT ,LFPO0052 LFQQ ,"CODE/39D314 DOF/240322 EET/LFFF0006 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYU RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/ESDQ SUR/260B)
",MONT,False,554.0,3964E9,B738
22754,F,1842,LFTH,LFPO,TVF22HA  ,Z,B738   ,Z  ,FHUYX    ,,240322,AA57132524,,,,,,,      ,,TVF22HA,IS ,B738/M,SDFGHIJ1RWY/LB1 ,LFTH1855 ,N0416F320 STP Y15 PIGOS UM733 BARSO UM622 IRMAR DCT KINES DCT VANAS DCT MOBLO DCT UBIMA DCT UNKIR UM729 DJL ,LFPO0110 LFPG ,"CODE/39D317 DOF/240322 EET/LFFF0007 LIMM0025 LFFF0027 LSAS0038 LFFF0040 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYX RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/EFCH SUR/260B)
",NICE,False,1914.0,3964E9,B738
22755,F,1953,LFTH,LFPO,TVF22HA  ,Z,B738   ,Z  ,FHUYX    ,,240322,AA57132524,,,,,,,39D317,,nan,nan,nan,nan,nan,nan,nan,nan,PARI,False,1914.0,3964E9,B738
22756,F,625,LFPO,GMMI,TVF23HM  ,Z,B738   ,Z  ,FHUYD    ,,240322,AA57105496,,,,,,,39D303,,TVF23HM,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0615 ,N0440F370 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX/N0437F390 DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT BTZ DCT URUNA DCT SSN DCT VRA DCT NEA DCT ZANKO DCT RIDAV DCT ADINO DCT ELVAR DCT OSLAD UR724 ESS DCT ,GMMI0252 GMAD ,"CODE/39D303 DOF/240322 EET/LECM0057 LPPC0143 GMMM0211 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYD RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 CLR 12 PR R W23 CLR
",ORL,,nan,nan,
22757,F,1532,LFPO,GMMN,TVF24DM  ,Z,B738   ,Z  ,FHTVE    ,,240322,AA57118275,,,,,,,39CEA4,,TVF24DM,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1415 ,N0443F370 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI/N0440F390 DCT OSMOB DCT VAVIX DCT NETUK DCT PPN DCT NOLSA DCT ALEPO DCT VASUM DCT GARVU DCT BANEV DCT BAN DCT GOTOR DCT KAMPO DCT MONTO DCT MOLIN DCT VJF N10 LINTO UN10 SOBMA/N0444F370 UN10 BARIS UB11 TUSOR ,GMMN0242 GMMX ,"CODE/39CEA4 DOF/240322 EET/LECM0059 GMMM0211 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVE RMK/TCAS CALLSI
",ORL,,nan,nan,
22760,F,1656,LFPO,LFBZ,TVF26PH  ,Z,B738   ,Z  ,FGZHR    ,,240322,AA57120307,,,,,,,3964F1,,TVF26PH,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1610 ,N0443F350 AGOPA DCT ARKIP DCT ARNAV DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT MAGEC ,LFBZ0058 LFBP ,"CODE/3964F1 DOF/240322 EET/LFBB0047 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHR RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/JSGL SUR/260B)
",ORL,False,1636.0,3964E1,B738
22761,F,1812,LFPO,LFBP,TVF26PH  ,Z,B738   ,Z  ,         ,,240322,         ,,,,,,,      ,,nan,nan,nan,nan,nan,nan,nan,nan,PYRN,False,1636.0,3964E1,B738
22765,F,1935,LFBP,LFPO,TVF29QQ  ,Z,B738   ,Z  ,FGZHS    ,,240322,AA57125046,,,,,,,3964F2,,TVF29QQ,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFBP1920 ,N0411F340 USAKU DCT AGN DCT DIBAG DCT TUDRA/N0370F280 DCT BEVOL UT158 AMB ,LFPO0056 EBBR ,"CODE/3964F2 DAT/EUADSBX DOF/240322 EET/LFFF0006 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHS RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/DKGP)
",PYRN,False,1917.0,39D301,B738
22768,F,1827,LFMT,GMMX,TVF3192  ,Z,B738   ,Z  ,FGZHB    ,,240322,AA57122874,,,,,,,3964E1,,TVF3192,IS ,B738/M,SDFGHIJ1RWXYZ/LB1 ,LFMT1805 ,N0438F390 MARRI UY25 SALIN DCT DIVKO UN975 NILDU DCT BISBA DCT BGR DCT NENDA DCT BCN DCT RODRA DCT PEXOT DCT EBROX DCT LOTOS DCT TORDU DCT DIKUT DCT SOPET DCT VLC DCT SERRA DCT ASTRO DCT POBOS DCT XEBAR DCT YES DCT MAMIS DCT BAZAS DCT VIBAS DCT MGA DCT PIMOS DCT GALTO UN869 SLK UW900 TIXAL UG850 OBOGA ,GMMX0226 GMAD ,"CODE/3964E1 DAT/EUADSBX DOF/240322 EET/LFFF0007 LECB0019 LECM0101 GMMM0140
",MONT,,nan,nan,
22770,F,1328,DAUB,LFPO,TVF31BA  ,Z,B738   ,Z  ,FHTVL    ,,240322,AA57106706,,,,,,,39CEAB,,TVF31BA,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,DAUB1125 ,N0440F400 DCT BIS UM508 FELJA/N0439F400 UM508 KAMER/N0437F400 DCT SUXER DCT OLNUL DCT PADKO UN854 ETREK UM976 MADOT/N0408F340 UM976 MOPEM DCT PIBAT ,LFPO0210 LFPG ,"CODE/39CEAB DOF/240322 EET/LFFF0040 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVL RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/CJBS SUR/260B)
",ALGR,,nan,nan,
22771,F,2007,LFMN,LFRS,TVF31SD  ,Z,B738   ,Z  ,FHUYE    ,,240322,AA57125290,,,,,,,39D304,,TVF31SD,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFMN1930 ,N0438F380 BODRU UM616 NOQAS DCT LERGA DCT FOUCO/N0386F240 DCT MANAK ,LFRS0109 LFRB ,"CODE/39D304 DOF/240322 EET/LFFF0007 LFRR0106 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYE RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/PQCS SUR/260B)
",NICE,,nan,nan,
22772,F,1327,LFPO,LPPR,TVF31YZ  ,Z,B738   ,Z  ,FHUYS    ,,240322,AA57105868,,,,,,,39D312,,TVF31YZ,IS ,B738/M,SDFGHIJ1RWY/LB1 ,LFPO1310 ,N0445F370 LGL UT176 TERPO UN872 ERIGA DCT FUJTI DCT ATLEN DCT INSID T326 ASPOR ,LPPR0143 LEST ,"CODE/39D312 DOF/240322 EET/LECM0107 LPPC0137 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYS RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/ERKM SUR/260B)
",ORL,,nan,nan,
22774,F,544,LFPO,LGAV,TVF32GV  ,Z,B738   ,Z  ,FGZHU    ,,240322,AA57105559,,,,,,,3964F4,,TVF32GV,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0525 ,N0442F370 BUBLI UG42 LUVAL DCT BEGAR DCT TRA DCT GAMSA N871 MADEB N606 OTRES T307 DIRAB DCT VESAL DCT PEVAL DCT AIOSA DCT NOSTO UN7 NEMES ,LGAV0239 LGSA ,"CODE/3964F4 DOF/240322 EET/EDUU0031 LSAS0035 LOVV0043 LIMM0053 LDZO0109 LIBB0146 LGGG0205 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHU RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/KSAH SUR/260B TALT/LFQQ)
",ORL,False,905.0,39D30A,B738
22775,F,510,LFPO,LEZL,TVF32JZ  ,Z,B738   ,Z  ,FHTVF    ,,240322,AA57105388,,,,,,,39CEA5,,TVF32JZ,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0500 ,N0437F390 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT ARVID DCT PPN DCT NOLSA DCT ALEPO DCT VASUM DCT GARVU DCT BANEV DCT BAN DCT GOTOR DCT KAMPO DCT MONTO DCT MOLIN DCT HIJ ,LEZL0152 LEJR ,"CODE/39CEA5 DOF/240322 EET/LECM0057 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVF RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033156307070 RVR/175 SEL/CGAR SUR/260B TALT/LFQQ)
",ORL,False,526.0,39348E,A20N
22776,F,813,LFMP,LFPO,TVF32LG  ,Z,B738   ,Z  ,FHUYH    ,,240322,AA57105662,,,,,,,39D307,,TVF32LG,IS ,B738/M,SDFGIJ1RWY/LB1 ,LFMP0810 ,N0350F180 ORBIL G36 GAI/N0417F340 DCT PERIG DCT DIBAG DCT TUDRA/N0381F280 DCT BEVOL UT158 AMB ,LFPO0103 LFPG ,"CODE/39D307 DOF/240322 EET/LFBB0007 LFFF0017 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYH RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/BKHP SUR/260B)
",MONT,False,809.0,39CEA4,B738
22777,F,733,LFPO,GMFO,TVF33AQ  ,Z,B738   ,Z  ,FHUYI    ,,240322,AA57105602,,,,,,,39D308,,TVF33AQ,IS ,B738/M,SDFGIJ1RWY/LB1 ,LFPO0700 ,N0442F370 ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN DCT ANETO DCT TURUV DCT GRAUS DCT LOBAR DCT SEROX DCT CASPE DCT MLA DCT CRETA DCT RIMES DCT SAURA DCT TATOS DCT PLANA DCT VLC DCT RIPUX DCT SUMMO DCT MAGAL DCT LIMTU DCT RINDI DCT HAMRA/N0438F370 UA34 BAHRI/N0399F280 UA34 MOS UA411 ORSUP ,GMFO0219 LEAM GMMW ,"CODE/39D308 DOF/240322 EET/LECB0056 DAAA0146 GMMM0212 OPR/TVF ORGN/EHAMTRAK PER/C RE
",ORL,,nan,nan,
22780,F,1349,LFPO,EDDB,TVF3404  ,Z,B738   ,Z  ,FGZHP    ,,240322,AA57107739,,,,,,,3964EF,,TVF3404,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1300 ,N0437F360 RANUX UN858 VALEK/N0440F370 UM163 DIK N853 ARCKY T853 IBESA DCT BATEL T207 OGBER DCT ,EDDB0118 EDDC ,"CODE/3964EF DOF/240322 EET/EBUR0024 EDUU0028 EBUR0029 EDVV0032 EDUU0059 EDWW0111 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHP RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/CHKS SUR/260B)
",ORL,,nan,nan,
22782,F,733,LFPO,LGTS,TVF3588  ,Z,B738   ,Z  ,FHUYV    ,,240322,AA57106304,,,,,,,39D315,,TVF3588,IN ,B738/M,SDFGHIJ1RWY/LB1 ,LFPO0715 ,N0437F390 BUBLI UG42 LUVAL DCT BEGAR DCT TRA DCT SUXAN DCT BADOP DCT BABAG DCT PEVAL DCT MAVAR/N0338F190 N130 ALIKO ,LGTS0226 LGKV ,"CODE/39D315 DOF/240322 EET/EDUU0031 LSAS0035 LOVV0043 LSAS0044 LIMM0050 LDZO0108 LQSB0137 LYBA0146 LAAA0153 LWSS0201 LGGG0211 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYV RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/FGAD SUR/260B TALT/LFQQ)
",ORL,,nan,nan,
22784,F,727,LFPO,GMMX,TVF35NF  ,Z,B738   ,Z  ,FGZHB    ,,240322,AA57105608,,,,,,,3964E1,,TVF35NF,IS ,B738/M,SDFGHIJ1RWXYZ/LB1 ,LFPO0705 ,N0442F370 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT NETUK DCT PPN DCT NOLSA DCT ALEPO DCT VASUM DCT GARVU DCT BANEV DCT BAN DCT PINAR DCT CJN L27 BLN DCT MGA/N0445F390 DCT PIMOS DCT GALTO UN869 SLK UW900 TIXAL UG850 OBOGA ,GMMX0250 GMMN ,"CODE/3964E1 DAT/EUADSBX DOF/240322 EET/LECM0057 GMMM0205 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHB RMK/TCAS CALLSI
",ORL,,nan,nan,
22785,F,1942,LFML,LFPO,TVF35YP  ,Z,B738   ,Z  ,FHUYJ    ,,240322,AA57124617,,,,,,,39D309,,TVF35YP,IX ,B738/M,SDFGIJ1RWY/LB1 ,LFML1905 ,N0387F340 ETREK UM976 MOPEM DCT PIBAT ,LFPO0051 EBBR ,"CODE/39D309 DOF/240322 EET/LFFF0005 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYJ RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/JLCM SUR/260B)
",MARS,,nan,nan,
22787,F,1141,LFPO,LEVC,TVF36PL  ,Z,B738   ,Z  ,FGZHS    ,,240322,AA57105838,,,,,,,3964F2,,TVF36PL,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1125 ,N0439F390 ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN DCT ANETO DCT POSSY DCT ROCME DCT SEROX DCT CASPE DCT MLA DCT CRETA DCT RIMES DCT SAURA ,LEVC0127 LEAL ,"CODE/3964F2 DAT/EUADSBX DOF/240322 EET/LECB0057 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHS RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/DKGP)
",ORL,,nan,nan,
22788,F,1844,LFMT,LFPO,TVF36QT  ,Z,B738   ,Z  ,FGZHL    ,,240322,AA57122311,,,,,,,3964EB,,TVF36QT,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFMT1745 ,N0430F340 NG DCT MOLEN DCT MTL UM976 MOPEM DCT PIBAT ,LFPO0050 LFQQ ,"CODE/3964EB DOF/240322 EET/LFFF0007 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHL RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/LMER SUR/260B)
",MONT,False,1748.0,39CEAD,B738
22789,F,1303,LFPO,LIBD,TVF3888  ,Z,B738   ,Z  ,FGZHX    ,,240322,AA57109185,,,,,,,3964F7,,TVF3888,IN ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1235 ,N0438F390 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT ORSUD DCT BIBAN DCT EKPAL DCT KATAR/N0437F410 DCT ATRUP DCT IPKAM/N0348F190 L995 TOPNO ,LIBD0204 LIBR ,"CODE/3964F7 DOF/240322 EET/LSAS0035 LFFF0037 LSAS0041 LIMM0043 LIRR0115 LIBB0131 LIRR0140 LIBB0146 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHX RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175
",ORL,,nan,nan,
22791,F,1536,LFML,LFRB,TVF38UR  ,Z,B738   ,Z  ,FGZHT    ,,240322,AA57126186,,,,,,,3964F3,,TVF38UR,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFML1510 ,N0417F300 LERGA DCT FOUCO/N0433F340 DCT MANAK UT183 TIRAV UN490 TERPO UM616 KORER DCT ARE DCT ,LFRB0122 LFRS ,"CODE/3964F3 DOF/240322 EET/LFFF0007 LFRR0112 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHT RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/GRLM SUR/260B)
",MARS,False,1244.0,39CEA3,B738
22793,F,723,LFPO,GMAD,TVF41HK  ,Z,B738   ,Z  ,FGZHA    ,,240322,AA57105607,,,,,,,3964E0,,TVF41HK,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0710 ,N0438F390 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT BTZ DCT URUNA DCT SSN DCT VRA DCT NEA DCT ZANKO DCT RIDAV DCT ADINO DCT RAKOD DCT ELVAR DCT OSLAD UR724 IBALU/N0452F410 UR724 AGALI ,GMAD0304 GMMX ,"CODE/3964E0 DAT/EUADSBX DOF/240322 EET/LECM0057 LPPC0143 GMMM0211 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHA RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0
",ORL,,nan,nan,
22794,F,2110,LFTH,LFPO,TVF41WP  ,Z,B738   ,Z  ,FHUYK    ,,240322,AA57132837,,,,,,,39D30A,,TVF41WP,IS ,B738/M,SDFGIJ1RWY/LB1 ,LFTH2005 ,N0413F340 STP Y15 PIGOS UM733 BARSO UM622 IRMAR DCT KINES DCT VANAS DCT MOBLO DCT UBIMA DCT UNKIR UM729 DJL ,LFPO0108 LFPG ,"CODE/39D30A DOF/240322 EET/LFFF0006 LIMM0023 LFFF0025 LSAS0036 LFFF0038 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYK RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/BFEJ SUR/260B TALT/LFML)
",NICE,,nan,nan,
22795,F,523,LFLL,OLBA,TVF4260  ,Z,B738   ,Z  ,FHUYF    ,,240322,AA57105558,,,,,,,39D305,,TVF4260,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFLL0515 ,N0380F230 RISOR UT47 GEMLA/N0439F390 DCT VANAS DCT MEDAM DCT NITAM DCT MOGBO DCT KODOK DCT TOP DCT LURUT DCT IBENI DCT PETAK DCT DOBAR DCT BITLA DCT AGISA/N0435F370 DCT AMISI DCT RDS UM601 EVENO M601 LCA M31 KUKLA KUKLA1X ,OLBA0329 LCPH ,"CODE/39D305 DOF/240322 EET/LFFF0007 LIMM0016 LDZO0101 LYBA0132 LAAA0137 LWSS0145 LGGG0151 LTBB0234 LGGG0238 LCCC0253 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYF RM
",LYON,,nan,nan,
22796,F,700,LFPO,LKPR,TVF4394  ,Z,B738   ,Z  ,FHTVC    ,,240322,AA57105585,,,,,,,39CEA2,,TVF4394,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0640 ,N0438F360 RANUX UN858 VALEK/N0439F370 UN858 LIMGO DCT BOMBI DCT LOHRE L984 KOMIB DCT TONSU Z35 ODOMO DCT LOMKI ,LKPR0108 EDDC ,"CODE/39CEA2 DOF/240322 EET/EBUR0021 EDUU0024 LKAA0056 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVC RMK/TCAS ACFT CERTIFIED NOISE STAGE 4 OCC CONTACT 0033185163210 RVR/175 SEL/AMBK SUR/260B TALT/LFQQ)
",ORL,,nan,nan,
22797,F,1629,LFPO,ENGM,TVF44FQ  ,Z,B738   ,Z  ,FGZHM    ,,240322,AA57120146,,,,,,,3964EC,,TVF44FQ,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1555 ,N0429F360 NURMO UN874 VEKIN UN873 ADUTO/N0434F370 DCT VICOT DCT GREFI DCT LINVI DCT RIPAM ,ENGM0149 ESGG ,"CODE/3964EC DOF/240322 EET/EBUR0022 EHAA0028 EKDK0057 ENOR0113 OPR/TVF ORGN/EHAMTRAK PER/C REG/FGZHM RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/LQFS SUR/260B)
",ORL,False,1618.0,3964F7,B738
22806,F,1535,LFPO,LPPT,TVF48RA  ,Z,B738   ,Z  ,FHTVC    ,,240322,AA57119246,,,,,,,39CEA2,,TVF48RA,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1510 ,N0446F370 LGL UT176 TERPO UN872 ERIGA DCT FUJTI DCT ATLEN DCT ABUPI DCT XAMAX ,LPPT0207 LPFR ,"CODE/39CEA2 DOF/240322 EET/LECM0108 LPPC0133 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVC RMK/TCAS ACFT CERTIFIED NOISE STAGE 4 OCC CONTACT 0033185163210 RVR/175 SEL/AMBK SUR/260B)
",ORL,False,1141.0,39D314,B738
22808,F,1958,LFMP,LFPO,TVF50NL  ,Z,B738   ,Z  ,FHUYZ    ,,240322,AA57125178,,,,,,,39D319,,TVF50NL,IS ,B738/M,SDFGHIJ1RWYZ/LB1 ,LFMP1925 ,N0351F180 ORBIL G36 GAI/N0417F340 DCT PERIG DCT DIBAG DCT TUDRA/N0373F280 DCT BEVOL UT158 AMB ,LFPO0102 LFPG ,"CODE/39D319 DAT/CPDLCX DOF/240322 EET/LFBB0007 LFFF0017 IFP/MODESASP OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYZ RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/MQBR SUR/260B)
",MONT,False,1922.0,39CEB7,B738
22811,F,823,LFPO,LLBG,TVF51SA  ,Z,B738   ,Z  ,FHTVH    ,,240322,AA57107148,,,,,,,39CEA7,,TVF51SA,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0745 ,N0442F330 BUBLI UG42 LUVAL DCT BEGAR/N0444F350 DCT TRA DCT SUXAN DCT DIBAX DCT TNT/N0443F370 DCT LAPAB DCT AKADO DCT LABIN DCT PINDO DCT AKINA DCT VANZA DCT PIKOG L609 ZUKKO ,LLBG0355 LCPH ,"CODE/39CEA7 DOF/240322 EET/EDUU0031 LSAS0035 LOVV0043 LSAS0044 LIMM0049 LDZO0109 LYBA0149 LAAA0154 LGGG0208 LCCC0314 LLLL0344 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVH RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTA
",ORL,False,802.0,39CEA5,B738
22812,F,1531,LFPO,LICC,TVF52BF  ,Z,B738   ,Z  ,FHUYD    ,,240322,AA57119443,,,,,,,39D303,,TVF52BF,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO1515 ,N0442F370 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT KOGAS DCT MEDAM DCT NITAM DCT MOGBO DCT ELB DCT PELEN Q789 UXUTA ,LICC0211 LICB ,"CODE/39D303 DOF/240322 EET/LIMM0045 LIRR0108 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHUYD RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/BJCM SUR/260B)
",ORL,,nan,nan,
22813,F,526,LFPO,LEBL,TVF53UC  ,Z,B738   ,Z  ,FHTVN    ,,240322,AA57105389,,,,,,,39CEAD,,TVF53UC,IS ,B738/M,SDFGHIJ1RWXY/LB1 ,LFPO0520 ,N0439F350 ERIXU DCT ETAMO/N0437F390 DCT VALKU DCT ATSUP DCT MINSO DCT DEGOL/N0405F290 DCT PPG/N0379F250 DCT ALBER ,LEBL0110 LEGE ,"CODE/39CEAD DAT/EUADSBX DOF/240322 EET/LECB0057 OPR/TVF ORGN/EHAMTRAK PER/C REG/FHTVN RMK/TCAS CALLSIGN FRANCE SOLEIL OCC CONTACT 0033185163210 RVR/175 SEL/GJBE TALT/LFQQ)
",ORL,False,1650.0,39D317,B738
